
-1,51.3311506080449
-1,-40.4369933677229
-1,1704.31328036322
-1,1708.19112627986
-1,1709.48766603416
-1,1712.08665906499
-1,1714.69356680624
-1,1717.30842546702
-1,1718.61884776803
-1,1718.61884776803
-1,1723.88059701493
-1,1723.88059701493
-1,1727.84810126582
-1,1727.84810126582
-1,1730.50326546293
-1,1730.50326546293
-1,1731.8339100346
-1,1737.17701504049
-1,1735.83815028902
-1,1738.51794673871
66,1742.55319148936
65,1742.55319148936
65,1745.25377760558
69,1747.96274738068
78,1750.6801399145
78,1752.04200700117
82,1753.40599455041
87,1756.14035087719
87,1760.25791324736
82,1760.25791324736
78,1763.01369863014
78,1767.1635935661
77,1769.94106090373
82,1771.33307117578
-1,1774.12367073651
-1,1818.53048041986
-1,1820
-1,1820
-1,1824.42284325638
-1,1824.42284325638
-1,1827.38336713996
-1,1828.86723507917
-1,1827.38336713996
-1,1831.84221228142
-1,1833.33333333333
-1,1834.82688391039
80,1836.32286995516
-1,557.37035524704
-1,-4988.4545454545
-1,-4988.4545454545
-1,-4988.4545454545
-1,-4988.4545454545
-1,-4988.4545454545
-1,-4988.4545454545
-1,-43528.3333333328
-1,-43528.3333333328
-1,-43528.3333333328
-1,-43528.3333333328
-1,-43528.3333333328
-1,-43528.3333333328
-1,-1365000
-1,-1365000
-1,-1365000
-1,-1365000
-1,-1365000
-1,-1365000
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,214500.000000001
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,166833.333333334
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,180180.000000001
-1,180180.000000001
-1,166833.333333334
-1,180180.000000001
-1,180180.000000001
-1,195847.826086957
-1,195847.826086957
-1,180180.000000001
-1,195847.826086957
-1,214500.000000001
-1,195847.826086957
